instance,run_idx,seed,variant,stage,cost,routes,feasible,time_s
customers_10_vrptw,4,46,Dual,final,3675.6789945070577,4,True,0.005028724670410156
customers_20_vrptw,0,42,NN,initial,8823.09602351167,7,True,0.00048422813415527344
customers_20_vrptw,0,42,NN,improved,6745.5814125358775,6,True,0.03383493423461914
customers_20_vrptw,0,42,CW,initial,6534.52304640536,7,True,0.0005810260772705078
customers_20_vrptw,0,42,CW,improved,5906.809325137768,6,True,0.020549297332763672
customers_20_vrptw,0,42,Dual,final,5906.809325137768,6,True,0.05675220489501953
customers_20_vrptw,1,43,NN,initial,9168.609445353075,7,True,0.0004730224609375
customers_20_vrptw,1,43,NN,improved,6073.01835676965,6,True,0.040318965911865234
customers_20_vrptw,1,43,CW,initial,6387.792569273788,7,True,0.0005869865417480469
customers_20_vrptw,1,43,CW,improved,5918.794183779668,6,True,0.02153491973876953
customers_20_vrptw,1,43,Dual,final,5918.794183779668,6,True,0.06263399124145508
customers_20_vrptw,2,44,NN,initial,7986.720324040707,7,True,0.0004627704620361328
customers_20_vrptw,2,44,NN,improved,5918.794183779669,6,True,0.025487184524536133
customers_20_vrptw,2,44,CW,initial,6415.294730146856,7,True,0.0005848407745361328
customers_20_vrptw,2,44,CW,improved,5988.0497559954065,6,True,0.013267993927001953
customers_20_vrptw,2,44,Dual,final,5918.794183779669,6,True,0.03986787796020508
customers_20_vrptw,3,45,NN,initial,8415.631290296467,7,True,0.0004601478576660156
customers_20_vrptw,3,45,NN,improved,5906.8093251377695,6,True,0.05873394012451172
customers_20_vrptw,3,45,CW,initial,6549.788329978914,7,True,0.000576019287109375
customers_20_vrptw,3,45,CW,improved,5906.809325137769,6,True,0.022014856338500977
customers_20_vrptw,3,45,Dual,final,5906.809325137769,6,True,0.0816807746887207
customers_20_vrptw,4,46,NN,initial,7940.4619704287215,7,True,0.0004699230194091797
customers_20_vrptw,4,46,NN,improved,5917.990053939518,6,True,0.015661954879760742
customers_20_vrptw,4,46,CW,initial,6387.792569273788,7,True,0.0005822181701660156
customers_20_vrptw,4,46,CW,improved,5918.794183779668,6,True,0.02128887176513672
customers_20_vrptw,4,46,Dual,final,5917.990053939518,6,True,0.037847042083740234
customers_20_vrptw,5,47,NN,initial,8766.450705380725,8,True,0.0004711151123046875
customers_20_vrptw,5,47,NN,improved,6123.557402506509,6,True,0.026149272918701172
customers_20_vrptw,5,47,CW,initial,6387.792569273788,7,True,0.0005700588226318359
customers_20_vrptw,5,47,CW,improved,5918.794183779668,6,True,0.021638870239257812
customers_20_vrptw,5,47,Dual,final,5918.794183779668,6,True,0.04865121841430664
customers_20_vrptw,6,48,NN,initial,8692.641665167052,7,True,0.0004677772521972656
customers_20_vrptw,6,48,NN,improved,7939.6856243453385,6,True,0.012070178985595703
customers_20_vrptw,6,48,CW,initial,6534.52304640536,7,True,0.0005741119384765625
customers_20_vrptw,6,48,CW,improved,5906.809325137768,6,True,0.020726919174194336
customers_20_vrptw,6,48,Dual,final,5906.809325137768,6,True,0.03365802764892578
customers_20_vrptw,7,49,NN,initial,8894.791352152846,7,True,0.00044989585876464844
customers_20_vrptw,7,49,NN,improved,7216.167384021692,6,True,0.02366495132446289
customers_20_vrptw,7,49,CW,initial,6387.792569273788,7,True,0.0005900859832763672
customers_20_vrptw,7,49,CW,improved,5918.794183779668,6,True,0.02137613296508789
customers_20_vrptw,7,49,Dual,final,5918.794183779668,6,True,0.04576992988586426
customers_20_vrptw,8,50,NN,initial,7856.859111349121,7,True,0.00045013427734375
customers_20_vrptw,8,50,NN,improved,6400.9319770494785,6,True,0.030206918716430664
customers_20_vrptw,8,50,CW,initial,6534.52304640536,7,True,0.0006358623504638672
customers_20_vrptw,8,50,CW,improved,5906.809325137768,6,True,0.0207061767578125
customers_20_vrptw,8,50,Dual,final,5906.809325137768,6,True,0.05176186561584473
customers_20_vrptw,9,51,NN,initial,9592.661839674605,8,True,0.0004620552062988281
customers_20_vrptw,9,51,NN,improved,6326.0569359922765,6,True,0.0453183650970459
customers_20_vrptw,9,51,CW,initial,6387.792569273788,7,True,0.000576019287109375
customers_20_vrptw,9,51,CW,improved,5918.794183779668,6,True,0.021403074264526367
customers_20_vrptw,9,51,Dual,final,5918.794183779668,6,True,0.06759500503540039
