instance,run_idx,seed,variant,stage,cost,routes,feasible,time_s
customers_10_vrptw,0,42,NN,initial,4170.05630868129,4,True,0.0002110004425048828
customers_10_vrptw,0,42,NN,improved,3675.678994507058,4,True,0.0017290115356445312
customers_10_vrptw,0,42,CW,initial,3717.7223582509987,4,True,0.0001881122589111328
customers_10_vrptw,0,42,CW,improved,3675.6789945070577,4,True,0.0012230873107910156
customers_10_vrptw,0,42,Dual,final,3675.6789945070577,4,True,0.003385782241821289
customers_10_vrptw,1,43,NN,initial,4170.05630868129,4,True,0.00016498565673828125
customers_10_vrptw,1,43,NN,improved,3675.678994507058,4,True,0.0016870498657226562
customers_10_vrptw,1,43,CW,initial,3717.7223582509987,4,True,0.00017309188842773438
customers_10_vrptw,1,43,CW,improved,3675.6789945070577,4,True,0.001216888427734375
customers_10_vrptw,1,43,Dual,final,3675.6789945070577,4,True,0.0032842159271240234
customers_10_vrptw,2,44,NN,initial,4170.05630868129,4,True,0.00015425682067871094
customers_10_vrptw,2,44,NN,improved,3675.678994507058,4,True,0.0017290115356445312
customers_10_vrptw,2,44,CW,initial,3717.7223582509987,4,True,0.00018930435180664062
customers_10_vrptw,2,44,CW,improved,3675.6789945070577,4,True,0.001232147216796875
customers_10_vrptw,2,44,Dual,final,3675.6789945070577,4,True,0.0031938552856445312
customers_10_vrptw,3,45,NN,initial,4170.05630868129,4,True,0.00014901161193847656
customers_10_vrptw,3,45,NN,improved,3675.678994507058,4,True,0.0017333030700683594
customers_10_vrptw,3,45,CW,initial,3717.7223582509987,4,True,0.0001678466796875
customers_10_vrptw,3,45,CW,improved,3675.6789945070577,4,True,0.0012400150299072266
customers_10_vrptw,3,45,Dual,final,3675.6789945070577,4,True,0.0031690597534179688
customers_10_vrptw,4,46,NN,initial,4170.05630868129,4,True,0.0001499652862548828
customers_10_vrptw,4,46,NN,improved,3675.678994507058,4,True,0.0017390251159667969
customers_10_vrptw,4,46,CW,initial,3717.7223582509987,4,True,0.0001709461212158203
customers_10_vrptw,4,46,CW,improved,3675.6789945070577,4,True,0.0012199878692626953
customers_10_vrptw,4,46,Dual,final,3675.6789945070577,4,True,0.0034067630767822266
customers_20_vrptw,0,42,NN,initial,6046.650764351147,6,True,0.00045800209045410156
customers_20_vrptw,0,42,NN,improved,5879.092718102464,6,True,0.008589029312133789
customers_20_vrptw,0,42,CW,initial,6387.792569273788,7,True,0.0005009174346923828
customers_20_vrptw,0,42,CW,improved,5918.794183779668,6,True,0.02168893814086914
customers_20_vrptw,0,42,Dual,final,5879.092718102464,6,True,0.0308380126953125
customers_20_vrptw,1,43,NN,initial,6046.650764351147,6,True,0.00044798851013183594
customers_20_vrptw,1,43,NN,improved,5879.092718102464,6,True,0.009075403213500977
customers_20_vrptw,1,43,CW,initial,6387.792569273788,7,True,0.0004951953887939453
customers_20_vrptw,1,43,CW,improved,5918.794183779668,6,True,0.021290063858032227
customers_20_vrptw,1,43,Dual,final,5879.092718102464,6,True,0.030980825424194336
customers_20_vrptw,2,44,NN,initial,6046.650764351147,6,True,0.0004489421844482422
customers_20_vrptw,2,44,NN,improved,5879.092718102464,6,True,0.008697032928466797
customers_20_vrptw,2,44,CW,initial,6387.792569273788,7,True,0.0004999637603759766
customers_20_vrptw,2,44,CW,improved,5918.794183779668,6,True,0.021347999572753906
customers_20_vrptw,2,44,Dual,final,5879.092718102464,6,True,0.030730009078979492
customers_20_vrptw,3,45,NN,initial,6046.650764351147,6,True,0.0004398822784423828
customers_20_vrptw,3,45,NN,improved,5879.092718102464,6,True,0.008599042892456055
customers_20_vrptw,3,45,CW,initial,6387.792569273788,7,True,0.0004849433898925781
customers_20_vrptw,3,45,CW,improved,5918.794183779668,6,True,0.021538257598876953
customers_20_vrptw,3,45,Dual,final,5879.092718102464,6,True,0.07254385948181152
customers_20_vrptw,4,46,NN,initial,6046.650764351147,6,True,0.000457763671875
customers_20_vrptw,4,46,NN,improved,5879.092718102464,6,True,0.012549161911010742
customers_20_vrptw,4,46,CW,initial,6387.792569273788,7,True,0.0005130767822265625
customers_20_vrptw,4,46,CW,improved,5918.794183779668,6,True,0.024637222290039062
customers_20_vrptw,4,46,Dual,final,5879.092718102464,6,True,0.030744075775146484
customers_20_vrptw,5,47,NN,initial,6046.650764351147,6,True,0.0004420280456542969
customers_20_vrptw,5,47,NN,improved,5879.092718102464,6,True,0.008538007736206055
customers_20_vrptw,5,47,CW,initial,6387.792569273788,7,True,0.0004918575286865234
customers_20_vrptw,5,47,CW,improved,5918.794183779668,6,True,0.021358966827392578
customers_20_vrptw,5,47,Dual,final,5879.092718102464,6,True,0.030878067016601562
customers_20_vrptw,6,48,NN,initial,6046.650764351147,6,True,0.0004379749298095703
customers_20_vrptw,6,48,NN,improved,5879.092718102464,6,True,0.008537054061889648
customers_20_vrptw,6,48,CW,initial,6387.792569273788,7,True,0.0004870891571044922
customers_20_vrptw,6,48,CW,improved,5918.794183779668,6,True,0.02152419090270996
customers_20_vrptw,6,48,Dual,final,5879.092718102464,6,True,0.03081202507019043
customers_20_vrptw,7,49,NN,initial,6046.650764351147,6,True,0.0004420280456542969
customers_20_vrptw,7,49,NN,improved,5879.092718102464,6,True,0.008374929428100586
customers_20_vrptw,7,49,CW,initial,6387.792569273788,7,True,0.0004799365997314453
customers_20_vrptw,7,49,CW,improved,5918.794183779668,6,True,0.02156805992126465
customers_20_vrptw,7,49,Dual,final,5879.092718102464,6,True,0.030695199966430664
customers_20_vrptw,8,50,NN,initial,6046.650764351147,6,True,0.00044083595275878906
customers_20_vrptw,8,50,NN,improved,5879.092718102464,6,True,0.008393049240112305
customers_20_vrptw,8,50,CW,initial,6387.792569273788,7,True,0.0004830360412597656
customers_20_vrptw,8,50,CW,improved,5918.794183779668,6,True,0.021557092666625977
customers_20_vrptw,8,50,Dual,final,5879.092718102464,6,True,0.030832290649414062
customers_20_vrptw,9,51,NN,initial,6046.650764351147,6,True,0.00044798851013183594
customers_20_vrptw,9,51,NN,improved,5879.092718102464,6,True,0.008485078811645508
customers_20_vrptw,9,51,CW,initial,6387.792569273788,7,True,0.0004909038543701172
customers_20_vrptw,9,51,CW,improved,5918.794183779668,6,True,0.021504878997802734
customers_20_vrptw,9,51,Dual,final,5879.092718102464,6,True,0.030900239944458008
